v8-version,6,1,534,50,0
shared-library,"/usr/local/opt/node@8/bin/node",0x100002800,0x100843776,0
shared-library,"/usr/local/opt/icu4c/lib/libicui18n.60.dylib",0x101a8ff20,0x101bb9d39,4322811904
shared-library,"/usr/local/opt/icu4c/lib/libicuuc.60.dylib",0x101ceeb20,0x101d9f210,4325298176
shared-library,"/usr/local/opt/icu4c/lib/libicudata.60.2.dylib",0x101e649f0,0x101e649f0,4326830080
shared-library,"/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation",0x7fff4d84a860,0x7fff4da3d9ac,634572800
shared-library,"/usr/lib/libSystem.B.dylib",0x7fff733f394a,0x7fff733f3b2e,634572800
shared-library,"/usr/lib/libc++.1.dylib",0x7fff73627f40,0x7fff7366f2b0,634572800
shared-library,"/usr/lib/system/libcache.dylib",0x7fff7556eb08,0x7fff7557156d,634572800
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff75573c14,0x7fff7557cde1,634572800
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff7557eef4,0x7fff75583a8b,634572800
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff7558709c,0x7fff7558e2dc,634572800
shared-library,"/usr/lib/system/libcorecrypto.dylib",0x7fff75590e80,0x7fff755f5ab9,634572800
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff7569ea08,0x7fff756c99fe,634572800
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff756d8014,0x7fff756f0410,634572800
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff756f5a51,0x7fff756f5e80,634572800
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff75703fc0,0x7fff75703fc0,634572800
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff757046e8,0x7fff757089dc,634572800
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff7570a26e,0x7fff7570bb42,634572800
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff7570c944,0x7fff7570dc73,634572800
shared-library,"/usr/lib/system/libsystem_asl.dylib",0x7fff7570f748,0x7fff75724150,634572800
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff7572685d,0x7fff75726d0e,634572800
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff75728100,0x7fff757a918f,634572800
shared-library,"/usr/lib/system/libsystem_configuration.dylib",0x7fff757b1e04,0x7fff757b46c0,634572800
shared-library,"/usr/lib/system/libsystem_coreservices.dylib",0x7fff757b62d0,0x7fff757b83eb,634572800
shared-library,"/usr/lib/system/libsystem_darwin.dylib",0x7fff757b9fda,0x7fff757bac44,634572800
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff757bbf3c,0x7fff757c04cd,634572800
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff757c31f0,0x7fff7580841e,634572800
shared-library,"/usr/lib/system/libsystem_m.dylib",0x7fff75834140,0x7fff75864143,634572800
shared-library,"/usr/lib/system/libsystem_malloc.dylib",0x7fff75880250,0x7fff7589931f,634572800
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff758a0b70,0x7fff759a2038,634572800
shared-library,"/usr/lib/system/libsystem_networkextension.dylib",0x7fff759d0cff,0x7fff759d882e,634572800
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff759dc148,0x7fff759e483e,634572800
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff759fa040,0x7fff759fc52d,634572800
shared-library,"/usr/lib/system/libsystem_secinit.dylib",0x7fff759fda1f,0x7fff759fe588,634572800
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff7580cf10,0x7fff7582a75d,634572800
shared-library,"/usr/lib/system/libsystem_platform.dylib",0x7fff759e5820,0x7fff759eb38d,634572800
shared-library,"/usr/lib/system/libsystem_pthread.dylib",0x7fff759edf78,0x7fff759f610e,634572800
shared-library,"/usr/lib/system/libsystem_symptoms.dylib",0x7fff759ff938,0x7fff75a0531e,634572800
shared-library,"/usr/lib/system/libsystem_trace.dylib",0x7fff75a08094,0x7fff75a17c8d,634572800
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff75a1c96c,0x7fff75a212a7,634572800
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff75a239c0,0x7fff75a4483e,634572800
shared-library,"/usr/lib/closure/libclosured.dylib",0x7fff72eb8e80,0x7fff72ee3689,634572800
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff74aab000,0x7fff74acc65a,634572800
shared-library,"/usr/lib/libc++abi.dylib",0x7fff7367f600,0x7fff7369dd64,634572800
shared-library,"/usr/lib/libDiagnosticMessagesClient.dylib",0x7fff7307cf08,0x7fff7307d90c,634572800
shared-library,"/usr/lib/libicucore.A.dylib",0x7fff74152fd4,0x7fff7430a2e6,634572800
shared-library,"/usr/lib/libz.1.dylib",0x7fff754c12d0,0x7fff754ccbe5,634572800
profiler,"begin",1000
tick,0x7fff7581f246,726,0,0x0,4
tick,0x7fff759ea053,1980,0,0x0,4
tick,0x100721b05,3090,0,0x0,4
code-creation,Builtin,5,5123,0x25f73d4d0900,1024,"AsyncGeneratorPrototypeReturn"
code-creation,Builtin,5,5129,0x25f73d4d0d00,1024,"AsyncGeneratorPrototypeThrow"
code-creation,Builtin,5,5134,0x25f73d4d1100,134,"Illegal"
code-creation,Builtin,5,5140,0x25f73d4d11a0,134,"ObjectAssign"
code-creation,Builtin,5,5145,0x25f73d4d1240,134,"ObjectGetOwnPropertyDescriptor"
code-creation,Builtin,5,5151,0x25f73d4d12e0,134,"ObjectGetOwnPropertyDescriptors"
code-creation,Builtin,5,5156,0x25f73d4d1380,134,"ObjectGetOwnPropertyNames"
code-creation,Builtin,5,5162,0x25f73d4d1420,134,"ObjectGetOwnPropertySymbols"
code-creation,Builtin,5,5167,0x25f73d4d14c0,134,"ObjectIs"
code-creation,Builtin,5,5173,0x25f73d4d1560,134,"ObjectPreventExtensions"
code-creation,Builtin,5,5178,0x25f73d4d1600,134,"ObjectSeal"
code-creation,Builtin,5,5190,0x25f73d4d16a0,972,"ObjectCreate"
code-creation,Builtin,5,5195,0x25f73d4d1a80,134,"ObjectDefineProperties"
code-creation,Builtin,5,5201,0x25f73d4d1b20,134,"ObjectDefineProperty"
code-creation,Builtin,5,5219,0x25f73d4d1bc0,134,"ObjectFreeze"
code-creation,Builtin,5,5225,0x25f73d4d1c60,134,"ObjectGetPrototypeOf"
code-creation,Builtin,5,5240,0x25f73d4d1d00,134,"ObjectSetPrototypeOf"
code-creation,Builtin,5,5255,0x25f73d4d1da0,134,"ObjectIsExtensible"
code-creation,Builtin,5,5261,0x25f73d4d1e40,134,"ObjectIsFrozen"
code-creation,Builtin,5,5267,0x25f73d4d1ee0,134,"ObjectIsSealed"
code-creation,Builtin,5,5273,0x25f73d4d1f80,640,"ObjectKeys"
code-creation,Builtin,5,5278,0x25f73d4d2200,134,"ObjectEntries"
code-creation,Builtin,5,5286,0x25f73d4d22a0,134,"ObjectValues"
code-creation,Builtin,5,5294,0x25f73d4d2340,134,"ObjectDefineGetter"
code-creation,Builtin,5,5302,0x25f73d4d23e0,134,"ObjectDefineSetter"
code-creation,Builtin,5,5313,0x25f73d4d2480,2155,"ObjectHasOwnProperty"
code-creation,Builtin,5,5323,0x25f73d4d2d00,134,"ObjectLookupGetter"
code-creation,Builtin,5,5331,0x25f73d4d2da0,134,"ObjectLookupSetter"
code-creation,Builtin,5,5340,0x25f73d4d2e40,319,"ObjectPrototypeIsPrototypeOf"
code-creation,Builtin,5,5349,0x25f73d4d2f80,134,"ObjectPrototypePropertyIsEnumerable"
code-creation,Builtin,5,5358,0x25f73d4d3020,880,"ObjectProtoToString"
code-creation,Builtin,5,5366,0x25f73d4d33a0,139,"ObjectPrototypeValueOf"
code-creation,Builtin,5,5373,0x25f73d4d3440,134,"ObjectPrototypeGetProto"
code-creation,Builtin,5,5382,0x25f73d4d34e0,134,"ObjectPrototypeSetProto"
code-creation,Builtin,5,5390,0x25f73d4d3580,134,"FunctionConstructor"
code-creation,Builtin,5,5398,0x25f73d4d3620,160,"FunctionPrototypeApply"
code-creation,Builtin,5,5406,0x25f73d4d36c0,1392,"CallWithArrayLike"
code-creation,Builtin,5,5414,0x25f73d4d3c40,177,"CallVarargs"
code-creation,Builtin,5,5422,0x25f73d4d3d00,964,"FastFunctionPrototypeBind"
code-creation,Builtin,5,5430,0x25f73d4d40e0,134,"FunctionPrototypeBind"
code-creation,Builtin,5,5438,0x25f73d4d4180,143,"FunctionPrototypeCall"
code-creation,Builtin,5,5446,0x25f73d4d4220,134,"FunctionPrototypeToString"
code-creation,Builtin,5,5454,0x25f73d4d42c0,355,"FunctionPrototypeHasInstance"
code-creation,Builtin,5,5463,0x25f73d4d4440,143,"AsyncIteratorValueUnwrap"
code-creation,Builtin,5,5471,0x25f73d4d44e0,1160,"AsyncGeneratorAwaitCaught"
code-creation,Builtin,5,5479,0x25f73d4d4980,1136,"AsyncGeneratorAwaitUncaught"
code-creation,Builtin,5,5488,0x25f73d4d4e00,251,"AsyncGeneratorAwaitResolveClosure"
code-creation,Builtin,5,5497,0x25f73d4d4f00,259,"AsyncGeneratorAwaitRejectClosure"
code-creation,Builtin,5,5506,0x25f73d4d5020,116,"ArrayCode"
code-creation,Builtin,5,5515,0x25f73d4d50a0,203,"ArrayIsArray"
code-creation,Builtin,5,5522,0x25f73d4d5180,134,"ArrayConcat"
code-creation,Builtin,5,5528,0x25f73d4d5220,763,"FastArrayPop"
code-creation,Builtin,5,5534,0x25f73d4d5520,134,"ArrayPop"
code-creation,Builtin,5,5540,0x25f73d4d55c0,2660,"FastArrayPush"
code-creation,Builtin,5,5545,0x25f73d4d6040,134,"ArrayPush"
code-creation,Builtin,5,5551,0x25f73d4d60e0,1176,"FastArrayShift"
code-creation,Builtin,5,5556,0x25f73d4d6580,134,"ArrayShift"
code-creation,Builtin,5,5562,0x25f73d4d6620,134,"ArrayUnshift"
code-creation,Builtin,5,5567,0x25f73d4d66c0,134,"ArraySlice"
code-creation,Builtin,5,5573,0x25f73d4d6760,134,"ArraySplice"
code-creation,Builtin,5,5578,0x25f73d4d6800,1556,"ArrayIncludes"
code-creation,Builtin,5,5584,0x25f73d4d6e20,1292,"ArrayIndexOf"
code-creation,Builtin,5,5590,0x25f73d4d7340,502,"ArrayPrototypeKeys"
code-creation,Builtin,5,5595,0x25f73d4d7540,646,"ArrayPrototypeEntries"
code-creation,Builtin,5,5601,0x25f73d4d77e0,646,"ArrayPrototypeValues"
code-creation,Builtin,5,5607,0x25f73d4d7a80,1685,"ArrayForEach"
code-creation,Builtin,5,5624,0x25f73d4d8120,666,"ToLength"
tick,0x7fff758292c2,5641,0,0x0,4
code-creation,Builtin,5,5664,0x25f73d4d83c0,365,"NonNumberToNumber"
code-creation,Builtin,5,5675,0x25f73d4d8540,298,"NonPrimitiveToPrimitive_Number"
code-creation,Builtin,5,5684,0x25f73d4d8680,2832,"ArrayForEachLoopContinuation"
code-creation,Builtin,5,5693,0x25f73d4d91a0,6170,"ArrayFilter"
code-creation,Builtin,5,5702,0x25f73d4da9c0,4860,"ArrayFilterLoopContinuation"
code-creation,Builtin,5,5732,0x25f73d4dbcc0,168,"Construct"
code-creation,Builtin,5,5741,0x25f73d4dbd80,114,"ConstructFunction"
code-creation,Builtin,5,5749,0x25f73d4dbe00,249,"ConstructBoundFunction"
code-creation,Builtin,5,5757,0x25f73d4dbf00,121,"ConstructProxy"
code-creation,Builtin,5,5765,0x25f73d4dbf80,2972,"ArrayMap"
code-creation,Builtin,5,5773,0x25f73d4dcb20,2876,"ArrayMapLoopContinuation"
code-creation,Builtin,5,5782,0x25f73d4dd660,1949,"ArrayEvery"
code-creation,Builtin,5,5791,0x25f73d4dde00,2928,"ArrayEveryLoopContinuation"
code-creation,Builtin,5,5799,0x25f73d4de980,1949,"ArraySome"
code-creation,Builtin,5,5807,0x25f73d4df120,2928,"ArraySomeLoopContinuation"
code-creation,Builtin,5,5815,0x25f73d4dfca0,1827,"ArrayReduce"
code-creation,Builtin,5,5824,0x25f73d4e03e0,2924,"ArrayReduceLoopContinuation"
code-creation,Builtin,5,5832,0x25f73d4e0f60,1972,"ArrayReduceRight"
code-creation,Builtin,5,5841,0x25f73d4e1720,2924,"ArrayReduceRightLoopContinuation"
code-creation,Builtin,5,5849,0x25f73d4e22a0,3184,"ArrayIteratorPrototypeNext"
code-creation,Builtin,5,5873,0x25f73d4e2f20,143,"NumberConstructor"
code-creation,Builtin,5,5899,0x25f73d4e2fc0,373,"ToNumber"
code-creation,Builtin,5,5912,0x25f73d4e3140,290,"NumberConstructor_ConstructStub"
code-creation,Builtin,5,5932,0x25f73d4e3280,134,"NumberPrototypeToExponential"
code-creation,Builtin,5,5947,0x25f73d4e3320,134,"NumberPrototypeToFixed"
code-creation,Builtin,5,5953,0x25f73d4e33c0,134,"NumberPrototypeToPrecision"
code-creation,Builtin,5,5959,0x25f73d4e3460,134,"NumberPrototypeToString"
code-creation,Builtin,5,5964,0x25f73d4e3500,235,"NumberPrototypeValueOf"
code-creation,Builtin,5,5971,0x25f73d4e3600,180,"NumberIsFinite"
code-creation,Builtin,5,5977,0x25f73d4e36c0,448,"NumberIsInteger"
code-creation,Builtin,5,5982,0x25f73d4e3880,172,"NumberIsNaN"
code-creation,Builtin,5,5988,0x25f73d4e3940,492,"NumberIsSafeInteger"
code-creation,Builtin,5,5993,0x25f73d4e3b40,271,"NumberParseFloat"
code-creation,Builtin,5,5999,0x25f73d4e3c60,459,"ToString"
code-creation,Builtin,5,6007,0x25f73d4e3e40,439,"NumberParseInt"
code-creation,Builtin,5,6016,0x25f73d4e4000,134,"BooleanConstructor"
code-creation,Builtin,5,6025,0x25f73d4e40a0,134,"BooleanConstructor_ConstructStub"
code-creation,Builtin,5,6031,0x25f73d4e4140,239,"BooleanPrototypeToString"
code-creation,Builtin,5,6037,0x25f73d4e4240,235,"BooleanPrototypeValueOf"
code-creation,Builtin,5,6042,0x25f73d4e4340,201,"StringConstructor"
code-creation,Builtin,5,6049,0x25f73d4e4420,288,"StringConstructor_ConstructStub"
code-creation,Builtin,5,6054,0x25f73d4e4540,1860,"StringFromCharCode"
code-creation,Builtin,5,6060,0x25f73d4e4ca0,134,"StringFromCodePoint"
code-creation,Builtin,5,6066,0x25f73d4e4d40,1611,"StringPrototypeCharAt"
code-creation,Builtin,5,6071,0x25f73d4e53a0,1229,"StringPrototypeCharCodeAt"
code-creation,Builtin,5,6077,0x25f73d4e5880,524,"StringPrototypeConcat"
code-creation,Builtin,5,6083,0x25f73d4e5aa0,134,"StringPrototypeEndsWith"
code-creation,Builtin,5,6088,0x25f73d4e5b40,134,"StringPrototypeIncludes"
code-creation,Builtin,5,6093,0x25f73d4e5be0,1716,"StringPrototypeIndexOf"
code-creation,Builtin,5,6099,0x25f73d4e62a0,134,"StringPrototypeLastIndexOf"
code-creation,Builtin,5,6105,0x25f73d4e6340,134,"StringPrototypeNormalizeIntl"
code-creation,Builtin,5,6110,0x25f73d4e63e0,1568,"StringPrototypeReplace"
code-creation,Builtin,5,6116,0x25f73d4e6a00,20688,"RegExpReplace"
code-creation,Builtin,5,6122,0x25f73d4ebae0,1268,"StringIndexOf"
code-creation,Builtin,5,6127,0x25f73d4ebfe0,347,"RegExpExecAtom"
code-creation,Builtin,5,6133,0x25f73d4ec140,4696,"StringPrototypeSlice"
code-creation,Builtin,5,6139,0x25f73d4ed3a0,2600,"StringPrototypeSplit"
code-creation,Builtin,5,6144,0x25f73d4edde0,17399,"RegExpSplit"
code-creation,Builtin,5,6150,0x25f73d4f21e0,4952,"StringPrototypeSubstr"
code-creation,Builtin,5,6155,0x25f73d4f3540,4984,"StringPrototypeSubstring"
code-creation,Builtin,5,6161,0x25f73d4f48c0,134,"StringPrototypeStartsWith"
code-creation,Builtin,5,6167,0x25f73d4f4960,235,"StringPrototypeToString"
code-creation,Builtin,5,6172,0x25f73d4f4a60,134,"StringPrototypeTrim"
code-creation,Builtin,5,6193,0x25f73d4f4b00,134,"StringPrototypeTrimLeft"
code-creation,Builtin,5,6199,0x25f73d4f4ba0,134,"StringPrototypeTrimRight"
code-creation,Builtin,5,6204,0x25f73d4f4c40,255,"StringPrototypeToLowerCaseIntl"
code-creation,Builtin,5,6210,0x25f73d4f4d40,996,"StringToLowerCaseIntl"
code-creation,Builtin,5,6216,0x25f73d4f5140,134,"StringPrototypeToUpperCaseIntl"
code-creation,Builtin,5,6221,0x25f73d4f51e0,235,"StringPrototypeValueOf"
code-creation,Builtin,5,6227,0x25f73d4f52e0,428,"StringPrototypeIterator"
code-creation,Builtin,5,6232,0x25f73d4f54a0,1836,"StringIteratorPrototypeNext"
code-creation,Builtin,5,6238,0x25f73d4f5be0,134,"SymbolConstructor"
code-creation,Builtin,5,6243,0x25f73d4f5c80,134,"SymbolConstructor_ConstructStub"
code-creation,Builtin,5,6249,0x25f73d4f5d20,134,"SymbolFor"
code-creation,Builtin,5,6254,0x25f73d4f5dc0,134,"SymbolKeyFor"
code-creation,Builtin,5,6260,0x25f73d4f5e60,251,"SymbolPrototypeToString"
code-creation,Builtin,5,6265,0x25f73d4f5f60,231,"SymbolPrototypeValueOf"
code-creation,Builtin,5,6271,0x25f73d4f6060,231,"SymbolPrototypeToPrimitive"
code-creation,Builtin,5,6277,0x25f73d4f6160,134,"DateConstructor"
code-creation,Builtin,5,6282,0x25f73d4f6200,134,"DateConstructor_ConstructStub"
code-creation,Builtin,5,6288,0x25f73d4f62a0,134,"DateNow"
code-creation,Builtin,5,6293,0x25f73d4f6340,134,"DateParse"
code-creation,Builtin,5,6299,0x25f73d4f63e0,134,"DateUTC"
code-creation,Builtin,5,6305,0x25f73d4f6480,134,"DatePrototypeToString"
code-creation,Builtin,5,6311,0x25f73d4f6520,134,"DatePrototypeToDateString"
code-creation,Builtin,5,6317,0x25f73d4f65c0,134,"DatePrototypeToTimeString"
code-creation,Builtin,5,6322,0x25f73d4f6660,134,"DatePrototypeToISOString"
code-creation,Builtin,5,6328,0x25f73d4f6700,134,"DatePrototypeToUTCString"
code-creation,Builtin,5,6333,0x25f73d4f67a0,247,"DatePrototypeGetDate"
code-creation,Builtin,5,6339,0x25f73d4f68a0,134,"DatePrototypeSetDate"
code-creation,Builtin,5,6344,0x25f73d4f6940,247,"DatePrototypeGetDay"
code-creation,Builtin,5,6350,0x25f73d4f6a40,247,"DatePrototypeGetFullYear"
code-creation,Builtin,5,6355,0x25f73d4f6b40,134,"DatePrototypeSetFullYear"
code-creation,Builtin,5,6361,0x25f73d4f6be0,247,"DatePrototypeGetHours"
code-creation,Builtin,5,6366,0x25f73d4f6ce0,134,"DatePrototypeSetHours"
code-creation,Builtin,5,6372,0x25f73d4f6d80,219,"DatePrototypeGetMilliseconds"
code-creation,Builtin,5,6377,0x25f73d4f6e60,134,"DatePrototypeSetMilliseconds"
code-creation,Builtin,5,6383,0x25f73d4f6f00,247,"DatePrototypeGetMinutes"
code-creation,Builtin,5,6389,0x25f73d4f7000,134,"DatePrototypeSetMinutes"
code-creation,Builtin,5,6394,0x25f73d4f70a0,247,"DatePrototypeGetMonth"
code-creation,Builtin,5,6400,0x25f73d4f71a0,134,"DatePrototypeSetMonth"
code-creation,Builtin,5,6405,0x25f73d4f7240,247,"DatePrototypeGetSeconds"
code-creation,Builtin,5,6410,0x25f73d4f7340,134,"DatePrototypeSetSeconds"
code-creation,Builtin,5,6416,0x25f73d4f73e0,179,"DatePrototypeGetTime"
code-creation,Builtin,5,6422,0x25f73d4f74a0,134,"DatePrototypeSetTime"
code-creation,Builtin,5,6427,0x25f73d4f7540,219,"DatePrototypeGetTimezoneOffset"
code-creation,Builtin,5,6433,0x25f73d4f7620,219,"DatePrototypeGetUTCDate"
code-creation,Builtin,5,6438,0x25f73d4f7700,134,"DatePrototypeSetUTCDate"
code-creation,Builtin,5,6444,0x25f73d4f77a0,219,"DatePrototypeGetUTCDay"
code-creation,Builtin,5,6449,0x25f73d4f7880,219,"DatePrototypeGetUTCFullYear"
code-creation,Builtin,5,6455,0x25f73d4f7960,134,"DatePrototypeSetUTCFullYear"
code-creation,Builtin,5,6460,0x25f73d4f7a00,219,"DatePrototypeGetUTCHours"
code-creation,Builtin,5,6466,0x25f73d4f7ae0,134,"DatePrototypeSetUTCHours"
code-creation,Builtin,5,6471,0x25f73d4f7b80,219,"DatePrototypeGetUTCMilliseconds"
code-creation,Builtin,5,6477,0x25f73d4f7c60,134,"DatePrototypeSetUTCMilliseconds"
code-creation,Builtin,5,6482,0x25f73d4f7d00,219,"DatePrototypeGetUTCMinutes"
code-creation,Builtin,5,6488,0x25f73d4f7de0,134,"DatePrototypeSetUTCMinutes"
code-creation,Builtin,5,6493,0x25f73d4f7e80,219,"DatePrototypeGetUTCMonth"
code-creation,Builtin,5,6511,0x25f73d4f7f60,134,"DatePrototypeSetUTCMonth"
code-creation,Builtin,5,6517,0x25f73d4f8000,219,"DatePrototypeGetUTCSeconds"
code-creation,Builtin,5,6522,0x25f73d4f80e0,134,"DatePrototypeSetUTCSeconds"
code-creation,Builtin,5,6528,0x25f73d4f8180,179,"DatePrototypeValueOf"
code-creation,Builtin,5,6533,0x25f73d4f8240,134,"DatePrototypeGetYear"
code-creation,Builtin,5,6539,0x25f73d4f82e0,134,"DatePrototypeSetYear"
code-creation,Builtin,5,6544,0x25f73d4f8380,134,"DatePrototypeToJson"
code-creation,Builtin,5,6550,0x25f73d4f8420,415,"DatePrototypeToPrimitive"
code-creation,Builtin,5,6556,0x25f73d4f85c0,364,"OrdinaryToPrimitive_String"
code-creation,Builtin,5,6561,0x25f73d4f8740,323,"PromiseGetCapabilitiesExecutor"
code-creation,Builtin,5,6567,0x25f73d4f88a0,250,"JSBuiltinsConstructStub"
code-creation,Builtin,5,6573,0x25f73d4f89a0,2364,"NewPromiseCapability"
code-creation,Builtin,5,6578,0x25f73d4f92e0,2680,"PromiseConstructor"
code-creation,Builtin,5,6584,0x25f73d4f9d60,4617,"PromiseAll"
code-creation,Builtin,5,6590,0x25f73d4faf80,3532,"PromiseRace"
code-creation,Builtin,5,6595,0x25f73d4fbd60,7660,"PromiseResolve"
code-creation,Builtin,5,6601,0x25f73d4fdb60,2784,"PromiseReject"
code-creation,Builtin,5,6607,0x25f73d504000,8204,"PromiseThen"
code-creation,Builtin,5,6612,0x25f73d506020,8348,"PromiseCatch"
code-creation,Builtin,5,6618,0x25f73d5080c0,414,"PromiseInternalConstructor"
code-creation,Builtin,5,6624,0x25f73d508260,134,"IsPromise"
code-creation,Builtin,5,6629,0x25f73d508300,4256,"ResolvePromise"
code-creation,Builtin,5,6635,0x25f73d5093a0,4720,"PromiseHandle"
code-creation,Builtin,5,6640,0x25f73d50a620,812,"PromiseHandleReject"
code-creation,Builtin,5,6646,0x25f73d50a960,824,"InternalPromiseReject"
code-creation,Builtin,5,6652,0x25f73d50aca0,4308,"PromiseResolveClosure"
code-creation,Builtin,5,6657,0x25f73d50bd80,880,"PromiseRejectClosure"
code-creation,Builtin,5,6663,0x25f73d50c100,864,"PromiseAllResolveElementClosure"
code-creation,Builtin,5,6668,0x25f73d50c460,2684,"RegExpConstructor"
code-creation,Builtin,5,6674,0x25f73d50cee0,9658,"RegExpPrototypeExec"
code-creation,Builtin,5,6680,0x25f73d50f4a0,9513,"RegExpPrototypeExecSlow"
code-creation,Builtin,5,6685,0x25f73d5119e0,2163,"RegExpPrototypeFlagsGetter"
code-creation,Builtin,5,6691,0x25f73d512260,299,"RegExpPrototypeGlobalGetter"
code-creation,Builtin,5,6697,0x25f73d5123a0,299,"RegExpPrototypeIgnoreCaseGetter"
code-creation,Builtin,5,6702,0x25f73d5124e0,299,"RegExpPrototypeMultilineGetter"
code-creation,Builtin,5,6708,0x25f73d512620,351,"RegExpPrototypeSourceGetter"
code-creation,Builtin,5,6713,0x25f73d512780,299,"RegExpPrototypeStickyGetter"
code-creation,Builtin,5,6719,0x25f73d5128c0,299,"RegExpPrototypeUnicodeGetter"
code-creation,Builtin,5,6725,0x25f73d512a00,1114,"RegExpPrototypeCompile"
code-creation,Builtin,5,6730,0x25f73d512e60,134,"RegExpPrototypeToString"
code-creation,Builtin,5,6736,0x25f73d512f00,2272,"RegExpPrototypeTest"
code-creation,Builtin,5,6741,0x25f73d5137e0,20920,"RegExpPrototypeMatch"
code-creation,Builtin,5,6747,0x25f73d5189a0,555,"RegExpPrototypeReplace"
code-creation,Builtin,5,6753,0x25f73d518be0,3948,"RegExpPrototypeSearch"
code-creation,Builtin,5,6758,0x25f73d519b60,555,"RegExpPrototypeSplit"
code-creation,Builtin,5,6764,0x25f73d519da0,134,"RegExpInputGetter"
code-creation,Builtin,5,6770,0x25f73d519e40,134,"RegExpInputSetter"
code-creation,Builtin,5,6775,0x25f73d519ee0,134,"RegExpLastMatchGetter"
code-creation,Builtin,5,6781,0x25f73d519f80,134,"RegExpLastParenGetter"
code-creation,Builtin,5,6786,0x25f73d51a020,134,"RegExpLeftContextGetter"
code-creation,Builtin,5,6792,0x25f73d51a0c0,134,"RegExpRightContextGetter"
code-creation,Builtin,5,6797,0x25f73d51a160,134,"RegExpCapture1Getter"
code-creation,Builtin,5,6803,0x25f73d51a200,134,"RegExpCapture2Getter"
code-creation,Builtin,5,6809,0x25f73d51a2a0,134,"RegExpCapture3Getter"
code-creation,Builtin,5,6814,0x25f73d51a340,134,"RegExpCapture4Getter"
code-creation,Builtin,5,6826,0x25f73d51a3e0,134,"RegExpCapture5Getter"
code-creation,Builtin,5,6848,0x25f73d51a480,134,"RegExpCapture6Getter"
tick,0x7fff758292c2,6877,0,0x0,4
code-creation,Builtin,5,6894,0x25f73d51a520,134,"RegExpCapture7Getter"
code-creation,Builtin,5,6903,0x25f73d51a5c0,134,"RegExpCapture8Getter"
code-creation,Builtin,5,6909,0x25f73d51a660,134,"RegExpCapture9Getter"
code-creation,Builtin,5,6914,0x25f73d51a700,8980,"RegExpInternalMatch"
code-creation,Builtin,5,6920,0x25f73d51ca20,134,"ErrorConstructor"
code-creation,Builtin,5,6925,0x25f73d51cac0,134,"ErrorCaptureStackTrace"
code-creation,Builtin,5,6931,0x25f73d51cb60,134,"ErrorPrototypeToString"
code-creation,Builtin,5,6936,0x25f73d51cc00,134,"MakeError"
code-creation,Builtin,5,6942,0x25f73d51cca0,134,"MakeRangeError"
code-creation,Builtin,5,6947,0x25f73d51cd40,134,"MakeSyntaxError"
code-creation,Builtin,5,6953,0x25f73d51cde0,134,"MakeTypeError"
code-creation,Builtin,5,6958,0x25f73d51ce80,134,"MakeURIError"
code-creation,Builtin,5,6964,0x25f73d51cf20,134,"JsonParse"
code-creation,Builtin,5,6969,0x25f73d51cfc0,134,"JsonStringify"
code-creation,Builtin,5,6975,0x25f73d51d060,331,"MathAbs"
code-creation,Builtin,5,6980,0x25f73d51d1c0,323,"MathAcos"
code-creation,Builtin,5,6986,0x25f73d51d320,323,"MathAcosh"
code-creation,Builtin,5,6991,0x25f73d51d480,323,"MathAsin"
code-creation,Builtin,5,6997,0x25f73d51d5e0,323,"MathAsinh"
code-creation,Builtin,5,7002,0x25f73d51d740,323,"MathAtan"
code-creation,Builtin,5,7008,0x25f73d51d8a0,323,"MathAtanh"
code-creation,Builtin,5,7013,0x25f73d51da00,399,"MathAtan2"
code-creation,Builtin,5,7019,0x25f73d51dba0,579,"MathCeil"
code-creation,Builtin,5,7024,0x25f73d51de00,323,"MathCbrt"
code-creation,Builtin,5,7030,0x25f73d51df60,323,"MathExpm1"
code-creation,Builtin,5,7035,0x25f73d51e0c0,243,"MathClz32"
code-creation,Builtin,5,7041,0x25f73d51e1c0,323,"MathCos"
code-creation,Builtin,5,7046,0x25f73d51e320,323,"MathCosh"
